-484.46484,83.17939,-35.26046,39.58809,-2.1375792,2.2663233,-14.297904,1.6574955,-24.25117,4.4333606,-4.608807,-8.353729,1.6124625,-4.0374503,13.155273,-11.0323925,2.1044931,1.1298184,-2.2313774,-4.4656453
-425.63474,91.97466,-44.681873,24.821163,-10.226655,-0.23876353,-16.818966,-4.9544373,-27.975794,11.245515,3.8584166,-14.805233,6.278438,-1.6178286,2.4058511,-8.517086,6.528331,-0.32322055,-2.85404,-3.528122
-451.15173,77.83103,-38.36565,38.014515,-6.2795806,6.4690604,-11.530886,-2.0119536,-30.067085,4.068296,-0.080098346,-9.340318,4.8056335,1.3312021,8.859856,-9.331288,7.7151513,-1.7936242,-2.4084563,-4.4555173
-412.06384,72.2623,-36.47632,41.998234,-2.6579216,6.3480577,-19.283878,2.2714372,-27.511337,-2.7944517,-4.4237895,-9.599269,6.3880897,-2.3589497,8.697111,-12.809797,0.09530622,-2.114772,-1.3502039,-0.7071616
-442.35568,81.5028,-21.685085,21.068886,-2.6764133,6.9001865,-6.9309916,-11.273268,-33.2047,2.3869946,1.1311988,-5.8337193,8.52679,-1.0594072,8.575846,-8.22488,-1.535034,0.5936723,-0.65631276,0.8671478
-453.73035,110.70789,-27.882412,41.311195,3.656597,-0.368341,-11.330341,-8.969218,-31.97089,0.43197542,-5.2982645,-4.778776,3.5517235,-5.6617866,9.835234,-10.677038,-2.8874617,-0.71456337,-2.661421,-6.759696
-476.57172,88.02716,-25.259903,35.35374,0.20431364,7.2235847,-8.124386,-0.6808804,-22.598959,4.939526,-1.273899,-4.4256325,8.927004,-3.5474174,9.025298,-7.222847,3.0541294,2.9774914,0.2482844,1.193999
-426.66544,92.42172,-32.82028,30.201967,4.3595443,1.1135958,-11.403573,-5.82364,-23.380232,4.2691417,-1.8447386,-9.8096285,7.385832,-4.0066695,7.733932,-7.7129226,-5.179788,4.076016,2.421367,0.2865699
-393.40048,78.2008,-21.259844,32.610664,-1.5044701,-4.5015965,-11.737446,-4.6399093,-28.488821,-3.3750553,-7.0805445,-11.604862,4.0917587,-6.305854,8.1259165,-8.796415,-7.7971883,1.8894027,-0.465477,-4.1502614
-449.1972,80.87769,-15.601839,31.259624,1.0910558,-0.3241228,-2.4390078,-6.027656,-27.875778,-0.39232007,-5.9094534,-7.9826083,4.6644225,-2.3392406,7.449195,-8.945664,-2.66534,0.42513815,1.0497241,-0.20069091
