0.35993657,0.27632776,0.30301595,0.36594683,0.32473192,0.36368808,0.39243,0.3680057,0.32692844,0.3013516,0.3122546,0.37456915
0.28197843,0.23032175,0.2509672,0.37137526,0.33148566,0.4235755,0.40701646,0.44424704,0.35284576,0.27521777,0.32383588,0.313428
0.38214767,0.29157045,0.32226777,0.4122491,0.36153272,0.37356773,0.39071226,0.4198281,0.35268524,0.3584794,0.35188532,0.3921843
0.32837853,0.30715087,0.29187673,0.3814935,0.47416666,0.4771018,0.45261985,0.5279533,0.4900037,0.42420062,0.41614807,0.34694374
0.3470229,0.3157029,0.37448403,0.47022414,0.47450808,0.4179838,0.42891872,0.55242044,0.614813,0.54611737,0.38568655,0.32026374
0.41063696,0.31635794,0.31909326,0.48413816,0.4522424,0.42437285,0.5523437,0.5865743,0.43794596,0.3629818,0.36624014,0.40204984
0.3099534,0.30617538,0.34820768,0.46230298,0.5324429,0.5148492,0.503256,0.5146469,0.35008186,0.29043978,0.27074552,0.2502012
0.30515623,0.3020739,0.26817933,0.36471996,0.40456253,0.3484101,0.38646013,0.45894223,0.39199024,0.41738328,0.37611535,0.30201352
0.2657189,0.26832548,0.34936944,0.4260437,0.39590102,0.4570072,0.49504554,0.5816949,0.5028205,0.37592477,0.33905637,0.27685514
0.3666102,0.34417066,0.26475054,0.36534148,0.40672538,0.38347414,0.39419985,0.45973676,0.4688315,0.36134163,0.28508034,0.29538187
0.41371867,0.38503256,0.34366474,0.37325042,0.44255933,0.5733465,0.52710855,0.4919239,0.48567382,0.49006656,0.44440043,0.3990906
0.35505188,0.33687237,0.34497455,0.33243912,0.36693674,0.36233687,0.40733165,0.425498,0.45222822,0.4054701,0.29104358,0.33443314
0.26466748,0.2621631,0.34877884,0.48749214,0.43537873,0.40635127,0.40621454,0.4056791,0.41930625,0.42783025,0.37876126,0.261664
0.37820435,0.3210621,0.34193468,0.40815383,0.5065293,0.43381286,0.4111137,0.4935912,0.38113108,0.3143718,0.32052147,0.36372006
0.44359106,0.40616438,0.3468792,0.33609396,0.35242635,0.43228891,0.41693598,0.4739111,0.41128886,0.33535007,0.35589468,0.42321584
0.36778864,0.30733827,0.2870738,0.28061366,0.3164699,0.36315894,0.48668247,0.53668773,0.44053456,0.3489385,0.27990487,0.3545164
0.30030996,0.41349566,0.4031039,0.33497295,0.37882614,0.4051108,0.3846365,0.4103115,0.4034428,0.3950422,0.32066107,0.27563256
0.34718624,0.3467789,0.3816277,0.42265028,0.4876065,0.40162286,0.38392472,0.45033932,0.3365768,0.28943056,0.2843961,0.30707
0.28535038,0.3368647,0.32872334,0.42568168,0.4637913,0.50912607,0.53384054,0.48860076,0.42004502,0.30619073,0.25976714,0.23759572
0.33200255,0.3085786,0.34978738,0.45874014,0.5166968,0.46286967,0.4096691,0.47002378,0.4648121,0.42581528,0.42990708,0.37026793
0.36921808,0.30478686,0.27179986,0.34370518,0.35589567,0.37285796,0.39246762,0.52223825,0.58144325,0.5264515,0.4610777,0.4022555
0.38163298,0.3376402,0.27682927,0.33259025,0.31327114,0.30912307,0.3203951,0.40712366,0.3552007,0.32421517,0.37160763,0.34003872
0.3027473,0.27450073,0.25077313,0.31171182,0.38573283,0.38392282,0.4381482,0.49796873,0.46296933,0.36351392,0.30356574,0.31404197
0.32537922,0.36303094,0.38254967,0.34202534,0.3363477,0.34939167,0.3831223,0.49582037,0.41361457,0.35679442,0.3944739,0.30183753
0.34825465,0.3275696,0.31022435,0.3049886,0.38070345,0.44233185,0.40727803,0.49405688,0.44753027,0.3043471,0.26898256,0.27335122
0.298502,0.23318759,0.22524956,0.30994916,0.38593817,0.4271283,0.40863794,0.34798878,0.25749993,0.28009605,0.32942218,0.3474618
0.38473457,0.3222438,0.33210286,0.3780186,0.36667532,0.3942001,0.45879236,0.5318971,0.49952534,0.5006455,0.42753887,0.42007783
0.30588138,0.29244006,0.36872405,0.39305618,0.39462486,0.48129386,0.5211643,0.55763274,0.495537,0.4923332,0.4410157,0.38080952
0.30434135,0.2826737,0.32625526,0.40870783,0.42168862,0.46852988,0.4527176,0.5024465,0.46949127,0.44043618,0.37100473,0.32353544
0.2922188,0.26119426,0.33959237,0.42446718,0.47384766,0.4941464,0.41448134,0.38095215,0.27174062,0.24677277,0.28933996,0.3241347
0.3628022,0.33631572,0.30782685,0.29737616,0.3404899,0.39443222,0.3287715,0.35904106,0.37148005,0.31289345,0.36244524,0.3729381
0.4980742,0.41188607,0.32713553,0.38415852,0.44662055,0.4566123,0.40137425,0.45280668,0.44341797,0.3972966,0.36199763,0.42774218
