-376.7455,69.667465,-26.56957,15.931867,-19.566261,-12.423365,-22.858257,-12.945515,-9.499083,2.6195943,0.32780808,-4.2588286,1.5540596,-5.770224,-2.489315,0.36408582,1.6681765,-9.398424,-6.6906037,-11.185345
-462.1192,55.195873,-11.081466,45.718456,-23.41084,4.6855683,-24.04986,1.9465771,-10.450734,-0.058920987,-0.9655511,-7.3915973,3.2710254,-5.91361,1.514478,-1.5386649,6.9016223,-6.3160806,2.5577364,-2.6226578
-435.76953,83.55708,-18.988718,35.969173,-18.257122,-1.0064802,-24.843369,-5.3003283,-15.19535,-3.3609111,-2.623844,-5.786773,1.2927281,-3.5458338,-1.2561922,-9.874545,9.986391,-4.9577093,1.8981975,-2.31001
-448.86545,72.314026,-7.671844,26.753336,-27.95858,5.1598377,-26.266653,-4.792926,-13.515467,4.6859426,-5.549771,-8.734965,8.204913,-9.758237,3.3604336,-6.657436,2.4540176,-7.3921523,-6.2079535,-1.5139394
-450.96964,68.166725,-5.0863104,20.864939,-18.641525,-11.0885515,-18.136353,-2.4633934,-6.843231,0.47458392,-0.35732055,-3.8146098,7.118578,-1.9879344,-1.7088939,-0.20173772,2.7263296,-5.8778315,-1.6495159,-2.6827233
-419.72946,66.77156,-31.08452,27.451853,-16.162397,10.630162,-30.249632,-11.495682,-15.418575,-6.6617074,-7.4747677,-7.243689,-1.3180515,-10.799672,6.2064548,-11.362194,8.286653,3.1621647,3.0724518,14.917314
-383.71072,48.697903,-24.443588,26.265694,-21.81124,8.445432,-20.90603,-14.823012,-19.736616,-1.2199552,-5.405934,-5.157148,1.9718306,-10.791039,2.6358464,-7.9167714,3.2916217,-0.15599166,3.8987465,5.112633
-437.77795,73.83116,-31.520605,31.455208,-26.47681,19.131292,-22.191418,-9.919749,-18.439125,-3.4540937,-4.348645,-8.891074,-0.6711532,-10.223596,5.5403433,-10.165421,8.046404,2.0318117,1.0707324,4.077883
-399.19174,67.67917,-37.532066,10.858895,-26.613737,10.962518,-19.12193,-12.250024,-17.02935,0.86052895,-4.8954024,-6.9130855,0.48844433,-15.574194,-1.4635278,-8.667466,10.750688,8.342886,13.7634115,16.093296
-407.03198,56.34755,-35.43354,24.759804,-19.817846,14.003982,-24.239351,-11.83168,-20.303688,1.8732222,-3.7347364,-13.3624115,-3.3480558,-5.649294,7.288466,-7.6987443,8.123633,-4.110454,1.8546823,4.740325
-413.74893,63.434776,-13.73908,22.313961,-19.20214,2.0564091,-14.135122,-6.621956,-14.110077,-1.536186,-0.25481734,-4.9454947,2.868941,-2.737552,-3.315757,-7.868468,3.6613998,-9.122386,-2.691193,-3.0899305
-431.12943,74.91112,-14.608743,14.328903,-19.736107,0.60112315,-19.09816,-6.7564507,-8.518511,7.1463437,-3.8905628,-9.172652,7.6057515,-6.652405,1.5085167,-3.894625,-0.05716659,-5.9406586,-5.233683,-0.47385788
-441.265,58.766304,-18.85229,41.280575,-28.440464,2.1789863,-22.963177,-5.9399786,-13.9490595,-0.64353967,-0.35572377,-8.37516,3.555061,-6.206965,-1.6674074,-2.6001377,7.159291,-5.8472066,1.2654089,-0.11503528
-458.3469,78.135414,-5.412201,26.523472,-34.774937,8.008125,-23.997166,-2.1267474,-10.147138,6.7139015,-4.7186604,-7.187058,3.5598567,-5.0310984,1.372614,-3.8376331,10.7746315,-6.463586,3.3021069,-6.7881675
-413.7413,115.26722,-12.591064,20.60656,-11.082806,21.100256,-13.2142,-4.863331,-13.18284,7.0470324,-0.85189795,-3.6644893,6.793558,-5.332555,1.0346266,-11.878084,8.176205,-0.24848612,1.3264924,2.8629477
-417.39456,56.455288,-13.214984,30.468855,-26.094837,3.0692267,-28.394,-6.33726,-13.939277,0.8701062,-1.9158043,-9.237674,3.183313,-5.4364653,-3.29451,-4.1249914,5.4226727,-9.487049,-0.9713792,-5.2333584
-417.7466,84.10305,-14.143842,23.254784,-28.624578,-7.688045,-23.470423,-7.7122383,-10.844323,1.953163,-3.3502102,-9.008785,9.016096,-6.2944565,-3.0271375,-0.6129076,1.4793113,-7.6310387,-7.3785114,-6.710446
-458.885,90.23671,-14.189998,30.244658,-17.42681,0.5394391,-33.58921,-9.492774,-8.609722,0.36658716,-7.9718347,-9.334343,4.4626417,-8.047218,-1.5638882,-0.66162497,6.0712423,-6.6133857,0.6282494,-5.4309278
-439.11185,62.187786,-8.762508,41.209408,-19.446754,4.815533,-29.904694,-6.557843,-15.215686,-7.5112305,-2.4307227,-6.536986,1.0819253,-1.8140776,0.60593754,-10.902293,12.392834,-9.660933,-3.8325732,-2.1246371
-405.9087,66.9885,-32.15309,42.045708,-18.857891,-3.7466326,-32.394115,-5.4066925,-15.986219,-2.8789608,-3.7452703,-10.3937235,7.1867123,-3.2485797,0.977479,-3.395787,3.562313,-6.7541547,-2.4075513,-8.679227
-374.42017,63.199463,-16.305283,20.58622,-22.337004,-4.5740776,-24.942642,-11.49893,-13.804731,-0.075755775,-3.5526707,-14.064274,7.0985174,-4.8712025,-3.5153928,-1.7952956,-1.7277775,-8.033334,-5.1973133,-6.4242883
