0.25671366,0.34853765,0.29013127,0.29268667,0.38667572,0.37627333,0.3286531,0.55908906,0.5895918,0.39817503,0.24169561,0.21385686
0.28240865,0.3738746,0.4583736,0.40169954,0.33607334,0.37282214,0.34754673,0.39367947,0.34544927,0.3237111,0.31704885,0.33211324
0.34123796,0.41929856,0.3923248,0.3947779,0.42870545,0.46854407,0.41071346,0.5852874,0.48947835,0.32099634,0.36470607,0.4027353
0.3394329,0.37545428,0.39762396,0.37170312,0.44144022,0.439311,0.36214852,0.49303672,0.3986858,0.26530564,0.29589048,0.34862173
0.43442982,0.4855257,0.4811305,0.32547235,0.35132214,0.46278647,0.3628508,0.5018947,0.48234496,0.28682292,0.33013391,0.3983511
0.2918746,0.2433693,0.29860312,0.35671493,0.45815194,0.52186716,0.52392805,0.60806185,0.4773691,0.31975165,0.30325532,0.3402501
0.30232638,0.30431375,0.32600644,0.33986583,0.34569567,0.40136456,0.3242034,0.41652843,0.4454699,0.4108432,0.42825854,0.39806062
0.24151093,0.29745874,0.30883908,0.32315412,0.34959266,0.43599987,0.43100917,0.53812826,0.45217782,0.32754835,0.34052953,0.30001983
0.23686576,0.30438986,0.37501657,0.35575655,0.33908403,0.35428917,0.3620177,0.56420994,0.5074836,0.34726697,0.2961468,0.2418839
0.27561086,0.38566852,0.38524455,0.30515173,0.2885619,0.3042446,0.33352706,0.5893685,0.4558556,0.25405163,0.24602245,0.19484884
0.30954322,0.38857377,0.3602445,0.28446743,0.25804093,0.35451984,0.3974022,0.4931363,0.44660726,0.32651463,0.28463462,0.28291655
0.27441502,0.25984016,0.2899337,0.30955952,0.33925536,0.28993067,0.23835343,0.5018358,0.5502155,0.3180169,0.2652149,0.2991649
0.322159,0.3613599,0.3287421,0.3163195,0.31284308,0.42160222,0.43542027,0.6032052,0.59790903,0.28949556,0.26013142,0.23943786
0.35520357,0.33655152,0.3363507,0.2952607,0.2820929,0.3111614,0.34291643,0.42335552,0.413447,0.39590305,0.3406249,0.29969972
0.17212558,0.25096375,0.31209713,0.3580555,0.46886325,0.48079184,0.45619062,0.49105468,0.47742215,0.3278523,0.28217772,0.19462822
0.29344025,0.33180514,0.37069225,0.34315568,0.43497545,0.33314517,0.45627072,0.5074168,0.2928127,0.2614691,0.20024523,0.20842105
0.48127922,0.5263403,0.4164517,0.35312572,0.44887012,0.4385304,0.39353222,0.46718505,0.32299194,0.29223052,0.4007648,0.39236832
0.2903737,0.31568,0.43291196,0.40226808,0.46809307,0.5215734,0.4508238,0.49365902,0.33047792,0.30814826,0.2665718,0.24848086
0.2505906,0.28980494,0.35718504,0.3985765,0.3724663,0.38788882,0.3735826,0.71952236,0.65148693,0.27828428,0.22922112,0.22274958
0.38846865,0.37097558,0.38707215,0.38606557,0.44700557,0.34259054,0.50335675,0.60012525,0.3205581,0.25167412,0.21960343,0.2792157
0.27997956,0.35518527,0.43568045,0.41920158,0.42460316,0.45075184,0.40992332,0.52313566,0.47267008,0.31712386,0.2536015,0.22369419
0.37000036,0.3946213,0.43144146,0.40348992,0.47907242,0.4224294,0.41434047,0.49306402,0.30296284,0.2285192,0.29462352,0.34355837
0.33189046,0.28587,0.3102274,0.3344829,0.3957853,0.46221533,0.47732547,0.5367341,0.5450873,0.3294506,0.29319212,0.3705412
0.40266132,0.35937825,0.32490093,0.25058126,0.3042568,0.33544272,0.46519768,0.5584192,0.32290828,0.25877288,0.30220723,0.40338936
0.34112024,0.30159235,0.283536,0.28908452,0.39050403,0.38429642,0.4527249,0.5941816,0.3517978,0.27834594,0.33233523,0.33393314
0.38829786,0.58696187,0.51308876,0.44872665,0.38141042,0.40330046,0.28037566,0.3962909,0.400414,0.23203605,0.21093862,0.2510988
0.34347028,0.3182658,0.34421834,0.36159486,0.40022537,0.48434418,0.47573772,0.58070576,0.4084963,0.3456451,0.33079696,0.31963736
0.29331455,0.32519692,0.33583546,0.34221756,0.4062731,0.4414184,0.48299083,0.6708328,0.4338721,0.27935168,0.22706123,0.22101294
0.333901,0.2457403,0.2539716,0.30520234,0.28783524,0.22158131,0.31286454,0.62746865,0.5138318,0.307988,0.19387789,0.23407333
0.29125717,0.35234335,0.40643567,0.3923568,0.41608128,0.3699993,0.34797722,0.561965,0.35300398,0.24354608,0.27115032,0.2413806
0.35409248,0.40410703,0.38500634,0.405311,0.43291438,0.42878705,0.38502708,0.47528797,0.48364085,0.3273631,0.28431913,0.3392194
0.36537066,0.38283178,0.35721767,0.29217327,0.3282686,0.343588,0.34192684,0.64857894,0.59170145,0.34176013,0.26530644,0.31879124
0.4071632,0.4218793,0.35774225,0.3191747,0.3817474,0.36024943,0.40684503,0.517837,0.37407798,0.30967373,0.2805472,0.29361114
0.3692058,0.4329495,0.39610338,0.36633322,0.32524735,0.44189933,0.49949688,0.55657893,0.51079655,0.2628001,0.2573472,0.3177893
0.32605946,0.3403724,0.34919724,0.25409454,0.23806857,0.29496458,0.36644572,0.5693514,0.48683587,0.37499925,0.21656977,0.23105831
